time_of_day,department,wait_time,patients_waiting,doctors_available,satisfaction_score
2025-01-28 21:00:00,Psychogeriatric Clinic,4.6,0,3,3.4
2025-01-28 22:00:00,Memory Clinic,3.5,3,4,5.0
2025-01-28 22:00:00,Mood Disorders,0.0,0,5,5.0
2025-01-28 22:00:00,Psychogeriatric Clinic,3.3,0,4,4.3
2025-01-28 23:00:00,Memory Clinic,1.1,0,4,5.0
2025-01-28 23:00:00,Mood Disorders,0.0,6,5,5.0
2025-01-28 23:00:00,Psychogeriatric Clinic,0.0,0,4,5.0
2025-01-29 00:00:00,Memory Clinic,6.8,0,5,4.8
2025-01-29 00:00:00,Mood Disorders,12.7,0,4,5.0
2025-01-29 00:00:00,Psychogeriatric Clinic,14.8,0,5,5.0
2025-01-29 01:00:00,Memory Clinic,0.0,0,4,5.0
2025-01-29 01:00:00,Mood Disorders,2.9,0,5,5.0
2025-01-29 01:00:00,Psychogeriatric Clinic,5.1,1,5,4.3
2025-01-29 02:00:00,Memory Clinic,5.2,2,5,5.0
2025-01-29 02:00:00,Mood Disorders,3.6,0,5,5.0
2025-01-29 02:00:00,Psychogeriatric Clinic,9.2,0,5,4.6
2025-01-29 03:00:00,Memory Clinic,6.7,0,4,4.1
2025-01-29 03:00:00,Mood Disorders,9.9,4,4,5.0
2025-01-29 03:00:00,Psychogeriatric Clinic,3.4,6,5,3.2
2025-01-29 04:00:00,Memory Clinic,20.2,7,4,5.0
2025-01-29 04:00:00,Mood Disorders,7.4,5,5,4.4
2025-01-29 04:00:00,Psychogeriatric Clinic,24.2,4,3,4.8
2025-01-29 05:00:00,Memory Clinic,19.2,4,3,4.1
2025-01-29 05:00:00,Mood Disorders,17.9,9,2,4.4
2025-01-29 05:00:00,Psychogeriatric Clinic,20.3,3,3,2.3
2025-01-29 06:00:00,Memory Clinic,28.7,10,1,1.3
2025-01-29 06:00:00,Mood Disorders,31.4,10,2,2.5
2025-01-29 06:00:00,Psychogeriatric Clinic,27.9,8,1,3.0
2025-01-29 07:00:00,Memory Clinic,36.0,11,2,3.5
2025-01-29 07:00:00,Mood Disorders,31.8,10,2,2.5
2025-01-29 07:00:00,Psychogeriatric Clinic,42.4,11,1,2.6
2025-01-29 08:00:00,Memory Clinic,40.3,12,2,2.5
2025-01-29 08:00:00,Mood Disorders,45.0,17,0,1.4
2025-01-29 08:00:00,Psychogeriatric Clinic,48.5,17,0,1.1
2025-01-29 09:00:00,Memory Clinic,54.3,16,0,1.8
2025-01-29 09:00:00,Mood Disorders,50.4,17,2,1.9
2025-01-29 09:00:00,Psychogeriatric Clinic,45.9,18,2,0.5
2025-01-29 10:00:00,Memory Clinic,55.2,20,0,0.0
2025-01-29 10:00:00,Mood Disorders,64.9,19,0,0.0
2025-01-29 10:00:00,Psychogeriatric Clinic,55.9,16,0,1.3
2025-01-29 11:00:00,Memory Clinic,58.0,15,1,0.2
2025-01-29 11:00:00,Mood Disorders,57.6,22,0,0.0
2025-01-29 11:00:00,Psychogeriatric Clinic,57.0,19,1,0.0
2025-01-29 12:00:00,Memory Clinic,62.1,20,1,0.4
2025-01-29 12:00:00,Mood Disorders,62.6,22,0,0.0
2025-01-29 12:00:00,Psychogeriatric Clinic,64.1,20,2,0.1
2025-01-29 13:00:00,Memory Clinic,57.8,22,0,0.6
2025-01-29 13:00:00,Mood Disorders,52.8,21,0,1.0
2025-01-29 13:00:00,Psychogeriatric Clinic,59.5,22,0,0.0
2025-01-29 14:00:00,Memory Clinic,50.9,20,1,1.5
2025-01-29 14:00:00,Mood Disorders,56.1,17,0,0.0
2025-01-29 14:00:00,Psychogeriatric Clinic,55.3,18,1,0.0
2025-01-29 15:00:00,Memory Clinic,44.0,13,3,0.0
2025-01-29 15:00:00,Mood Disorders,48.9,15,3,0.0
2025-01-29 15:00:00,Psychogeriatric Clinic,46.9,18,0,0.7
2025-01-29 16:00:00,Memory Clinic,37.2,14,2,0.7
2025-01-29 16:00:00,Mood Disorders,52.4,14,0,1.4
2025-01-29 16:00:00,Psychogeriatric Clinic,51.7,14,2,1.5
2025-01-29 17:00:00,Memory Clinic,31.6,10,1,1.9
2025-01-29 17:00:00,Mood Disorders,41.2,17,0,4.0
2025-01-29 17:00:00,Psychogeriatric Clinic,33.7,11,2,1.2
2025-01-29 18:00:00,Memory Clinic,26.3,10,1,3.1
2025-01-29 18:00:00,Mood Disorders,24.1,9,1,2.5
2025-01-29 18:00:00,Psychogeriatric Clinic,20.2,11,4,3.2
2025-01-29 19:00:00,Memory Clinic,18.5,8,3,3.0
2025-01-29 19:00:00,Mood Disorders,25.1,6,2,3.2
2025-01-29 19:00:00,Psychogeriatric Clinic,17.4,7,2,3.2
2025-01-29 20:00:00,Memory Clinic,14.8,6,3,4.6
2025-01-29 20:00:00,Mood Disorders,18.0,4,4,3.0
2025-01-29 20:00:00,Psychogeriatric Clinic,16.2,5,3,2.0
2025-01-29 21:00:00,Memory Clinic,12.9,2,3,4.5
2025-01-29 21:00:00,Mood Disorders,13.8,3,3,4.0
2025-01-29 21:00:00,Psychogeriatric Clinic,16.5,1,4,5.0
2025-01-29 22:00:00,Memory Clinic,0.0,4,4,5.0
2025-01-29 22:00:00,Mood Disorders,0.0,1,5,4.4
2025-01-29 22:00:00,Psychogeriatric Clinic,1.4,1,5,4.3
2025-01-29 23:00:00,Memory Clinic,7.0,1,5,4.0
2025-01-29 23:00:00,Mood Disorders,4.8,0,4,4.7
2025-01-29 23:00:00,Psychogeriatric Clinic,0.0,0,5,5.0
2025-01-30 00:00:00,Memory Clinic,1.0,1,5,3.2
2025-01-30 00:00:00,Mood Disorders,0.0,2,5,4.7
2025-01-30 00:00:00,Psychogeriatric Clinic,1.9,2,5,5.0
2025-01-30 01:00:00,Memory Clinic,0.0,0,5,5.0
2025-01-30 01:00:00,Mood Disorders,3.6,1,5,3.6
2025-01-30 01:00:00,Psychogeriatric Clinic,2.8,0,5,4.5
2025-01-30 02:00:00,Memory Clinic,7.7,0,4,5.0
2025-01-30 02:00:00,Mood Disorders,3.1,4,4,3.9
2025-01-30 02:00:00,Psychogeriatric Clinic,5.6,0,5,3.9
2025-01-30 03:00:00,Memory Clinic,20.4,0,1,5.0
2025-01-30 03:00:00,Mood Disorders,9.0,4,5,4.6
2025-01-30 03:00:00,Psychogeriatric Clinic,20.2,4,3,5.0
2025-01-30 04:00:00,Memory Clinic,20.1,6,3,4.4
2025-01-30 04:00:00,Mood Disorders,19.3,5,3,2.4
2025-01-30 04:00:00,Psychogeriatric Clinic,25.5,3,4,2.3
2025-01-30 05:00:00,Memory Clinic,27.5,7,4,4.4
2025-01-30 05:00:00,Mood Disorders,14.8,7,4,3.8
2025-01-30 05:00:00,Psychogeriatric Clinic,14.2,5,3,1.1
2025-01-30 06:00:00,Memory Clinic,31.6,10,3,2.2
2025-01-30 06:00:00,Mood Disorders,39.1,6,3,1.3
2025-01-30 06:00:00,Psychogeriatric Clinic,26.3,9,2,1.9
2025-01-30 07:00:00,Memory Clinic,42.3,10,0,1.4
2025-01-30 07:00:00,Mood Disorders,44.0,15,3,3.5
2025-01-30 07:00:00,Psychogeriatric Clinic,34.8,11,3,1.9
2025-01-30 08:00:00,Memory Clinic,43.7,14,1,0.9
2025-01-30 08:00:00,Mood Disorders,42.3,14,1,0.2
2025-01-30 08:00:00,Psychogeriatric Clinic,45.8,14,1,1.0
2025-01-30 09:00:00,Memory Clinic,53.1,16,3,0.7
2025-01-30 09:00:00,Mood Disorders,41.3,16,1,0.0
2025-01-30 09:00:00,Psychogeriatric Clinic,56.4,16,1,0.0
2025-01-30 10:00:00,Memory Clinic,62.2,19,1,0.0
2025-01-30 10:00:00,Mood Disorders,58.8,23,0,1.2
2025-01-30 10:00:00,Psychogeriatric Clinic,55.7,19,1,0.0
2025-01-30 11:00:00,Memory Clinic,52.9,24,0,0.0
2025-01-30 11:00:00,Mood Disorders,57.4,18,1,0.0
2025-01-30 11:00:00,Psychogeriatric Clinic,59.5,18,1,0.7
2025-01-30 12:00:00,Memory Clinic,57.2,20,1,0.0
2025-01-30 12:00:00,Mood Disorders,52.5,21,0,0.0
2025-01-30 12:00:00,Psychogeriatric Clinic,66.6,19,0,1.9
2025-01-30 13:00:00,Memory Clinic,57.5,20,0,0.0
2025-01-30 13:00:00,Mood Disorders,58.2,19,0,1.6
2025-01-30 13:00:00,Psychogeriatric Clinic,67.9,18,0,0.6
2025-01-30 14:00:00,Memory Clinic,58.7,21,0,0.5
2025-01-30 14:00:00,Mood Disorders,56.5,22,0,1.1
2025-01-30 14:00:00,Psychogeriatric Clinic,56.1,20,1,1.1
2025-01-30 15:00:00,Memory Clinic,48.4,17,1,0.7
2025-01-30 15:00:00,Mood Disorders,54.4,16,0,0.0
2025-01-30 15:00:00,Psychogeriatric Clinic,53.0,17,2,1.1
2025-01-30 16:00:00,Memory Clinic,52.7,13,2,0.0
2025-01-30 16:00:00,Mood Disorders,43.0,12,1,0.2
2025-01-30 16:00:00,Psychogeriatric Clinic,44.4,16,2,0.0
2025-01-30 17:00:00,Memory Clinic,36.3,14,3,1.8
2025-01-30 17:00:00,Mood Disorders,34.2,16,1,1.5
2025-01-30 17:00:00,Psychogeriatric Clinic,27.5,14,3,2.1
2025-01-30 18:00:00,Memory Clinic,36.8,9,2,2.2
2025-01-30 18:00:00,Mood Disorders,38.4,13,2,0.9
2025-01-30 18:00:00,Psychogeriatric Clinic,36.5,7,2,3.0
2025-01-30 19:00:00,Memory Clinic,26.5,4,3,1.6
2025-01-30 19:00:00,Mood Disorders,29.0,5,4,2.6
2025-01-30 19:00:00,Psychogeriatric Clinic,21.3,8,3,5.0
2025-01-30 20:00:00,Memory Clinic,16.9,7,5,4.6
2025-01-30 20:00:00,Mood Disorders,10.1,7,5,1.8
2025-01-30 20:00:00,Psychogeriatric Clinic,14.8,2,4,3.3
2025-01-30 21:00:00,Memory Clinic,6.3,6,5,5.0
2025-01-30 21:00:00,Mood Disorders,17.6,4,3,5.0
2025-01-30 21:00:00,Psychogeriatric Clinic,15.2,0,3,4.6
2025-01-30 22:00:00,Memory Clinic,0.8,3,5,5.0
2025-01-30 22:00:00,Mood Disorders,5.1,3,5,5.0
2025-01-30 22:00:00,Psychogeriatric Clinic,3.5,1,4,5.0
2025-01-30 23:00:00,Memory Clinic,7.6,1,5,4.9
2025-01-30 23:00:00,Mood Disorders,0.9,0,5,4.9
2025-01-30 23:00:00,Psychogeriatric Clinic,0.0,0,5,4.0
2025-01-31 00:00:00,Memory Clinic,0.0,1,5,5.0
2025-01-31 00:00:00,Mood Disorders,0.0,0,4,5.0
2025-01-31 00:00:00,Psychogeriatric Clinic,0.0,1,5,5.0
